keys,en,fr,zh,ja,ko,zh_TW,ru,pl,es,pt,de,tr,it
CHANCE_HEAL_ON_GOLD,% Materials Healing,% Soin des matériaux,%材料治疗,回復の材料%,% 재료 치료,%素材治療,% шанса лечения материалами,% szans na uleczenie przy podniesieniu materiałów,% de curación de materiales,% de materiais de cura,% Materialheilung,% Malzemenin Sağlık Yenilemesi,% di prob. salute dai materiali
ITEM_BOX_GOLD,Materials in crates,Matériaux dans les caisses,箱子里的材料,木箱からの獲得材料,상자 안의 재료,木箱裡的素材,Материалы в ящиках,Materiały w skrzyniach,Materiales en cajas,Materiais em caixas,Materialien in Kisten,Sandıktaki malzeme sayısı,Materiali nelle casse
TREES,Trees,Arbres,树木,木,나무,樹木,Деревья,Drzewa,Árboles,Árvores,Bäume,Ağaçlar,Alberi
FREE_REROLLS,Free Rerolls,Randomisations gratuites,免费刷新,無料リロール,무료 초기화,免費重骰,Бесплатные замены,Darmowe przerzucenia,Repeticiones gratis,Renovações grátis,Gratis neu würfeln,Ücretsiz Yenileme,Cambi gratuiti
PCT_NUMBER_OF_ENEMIES,% Enemies,% Ennemis,%敌人,敵%,% 적,%敵人,% врагов,% wrogów,% de enemigos,% de inimigos,% Gegner,% Düşman,% di nemici
PCT_ENEMY_SPEED,% Enemy Speed,% Vitesse des Ennemis,%敌人速度,敵のスピード%,% 적 속도,%敵人速度,% скорости врагов,% szybkości wroga,% de vel. de enemigos,% de velocidade dos inimigos,% Gegnertempo,% Düşman Hızı,% velocità nemici
DAMAGE_DEALT,Damage dealt: {0},Dégâts infligés : {0},造成的伤害：{0},与えたダメージ：{0},가한 대미지: {0},造成的傷害：{0},Нанесено урона: {0},Zadane obrażenia: {0},Daño causado: {0},Dano causado: {0},Zugefügter Schaden: {0},Verilen hasar: {0},Danni inflitti: {0}
STATS_GAINED,Stats gained: {0},Statistiques gagnées : {0},已获得属性：{0},獲得ステータス：{0},획득한 능력치: {0},獲得的數值：{0},Получено показателей: {0},Zyskane statystyki: {0},Estadísticas obtenidas: {0},Atributos ganhos: {0},Erhaltene Werte: {0},Kazanılan istatistik: {0},Parametri ottenuti: {0}
MATERIALS_SAVED,Materials saved: {0},Matériaux économisés : {0},已节省的材料：{0},保存した材料：{0},저장한 재료: {0},保存的素材：{0},Сэкономлено материалов: {0},Zachowane materiały: {0},Materiales recuperados: {0},Materiais economizados: {0},Gesicherte Materialien: {0},Biriken malzemeler: {0},Materiali risparmiati: {0}
MATERIALS_GAINED,Materials gained: {0},Matériaux gagnés : {0},已获得的材料：{0},獲得材料：{0},얻은 재료: {0},獲得的素材：{0},Получено материалов: {0},Zyskane materiały: {0},Materiales obtenidos: {0},Materiais ganhos: {0},Erhaltene Materialien: {0},Kazanılan malzemeler: {0},Materiali ottenuti: {0}
HEALTH_RECOVERED,HP recovered: {0},PV récupérés : {0},已恢复的生命值：{0},HP回復：{0},회복한 HP: {0},HP恢復：{0},Восстановлено ОЗ: {0},Odzyskane PZ: {0},PS recuperados: {0},PV recuperados: {0},Wiederhergestellte LP: {0},Yenilenen sağlık: {0},PS recuperati: {0}
TREES_SPAWNED,Trees spawned: {0},Arbres apparus : {0},已产出的树木：{0},出現した木：{0},생성된 나무: {0},生成出樹木：{0},Появилось деревьев: {0},Stworzone drzewa: {0},Árboles generados: {0},Árvores geradas: {0},Gespawnte Bäume: {0},Ortaya çıkan ağaçlar: {0},Alberi comparsi: {0}
CURRENT_LEVEL,Current Level,Niveau actuel,目前等级,現在のレベル,현재 레벨,目前的關卡,Текущий уровень,Aktualny poziom,Nivel actual,Nível atual,Aktuelles Level,Mevcut Seviye,Livello attuale
MENU_OPTIMIZE_END_WAVES,Optimize end of waves,Optimiser les fins de vague,敌袭结束优化,波終了時の最適化,웨이브의 끝 최적화,改善敵襲結束時的演出,Оптимизация завершения волн,Zoptymalizuj końcówki fal,Optimizar el final de las oleadas,Otimizar fim das ondas,Ende der Wellen optimieren,Hücum sonunu optimize et,Ottimizza la fine delle ondate
EFFECT_GAIN_STAT_FOR_EVERY_ENEMY,{0} {1} for every current living enemy [{4}],{0} {1} pour tous les ennemis actuellement en vie [{4}],目前每一个存活的敌人{0} {1}[{4}],{0}{1}現在生きているすべての敵に対して[{4}],현재 살아있는 모든 적에게 {0} {1} [{4}],當下每有一個存活的敵人，就能{0} {1}[{4}],{0} {1} за каждого живого врага [{4}],{0} {1} za każdego żyjącego wroga [{4}],{0} de {1} por cada enemigo vivo [{4}],{0} de {1} por cada inimigo vivo [{4}].,"{0} {1} für jeden aktuellen Gegner, der lebt [{4}]",Hayattaki her düşman başına {0} {1} [{4}],{0} {1} per ogni nemico attualmente in vita [{4}].
EFFECT_GOLD_WHILE_NOT_MOVING,{0} of your materials ({2} max) per second while standing still,{0} de vos matériaux ({2} max) par seconde tant que vous êtes immobile,当站立不动时，每秒钟{0}份材料（上限：{2}）,静止中の1秒辺りの材料の{0}（最大：{2}）,가만히 서 있을 때 초당 재료의 {0}(최대 {2}).,當站立不動時，素材（上限：{2}）將會每秒{0},{0} к имеющимся материалам за секунду без движения. Максимум: {2}.,"{0} twoich materiałów (maks. {2}) na sekundę, gdy stoisz w miejscu",{0} de tus materiales por segundo al no moverte (máx.: {2}),{0} de seus materiais (máx.: {2}) por segundo quando estiver imóvel.,"{0} deiner Materialien (Max.: {2}) pro Sekunde, wenn du dich nicht bewegst",Kıpırdamadan dururken saniyede {0} (maks. {2}) malzeme,{0} dei tuoi materiali (max {2}) al secondo mentre non ti muovi.
EFFECT_GOLD_WHILE_MOVING,{0} of your materials ({2} max) per second while moving,{0} de vos matériaux ({2} max) par seconde tant que vous êtes en mouvement,当移动时，每秒钟{0}份材料（上限：{2}）,移動中の1秒辺りの材料の{0}（最大：{2}）,움직일 때 초당 재료의 {0}(최대 {2}).,當移動時，素材（上限：{2}）將會每秒{0},{0} к имеющимся материалам за секунду в движении. Максимум: {2}.,"{0} twoich materiałów (maks. {2}) na sekundę, gdy się poruszasz",{0} de tus materiales por segundo al moverte. (máx.: {2}),{0} de seus materiais (máx.: {2}) por segundo quando estiver em movimento.,"{0} deiner Materialien (Max.: {2}) pro Sekunde, wenn du dich bewegst",Hareket ederken saniyede {0} (maks. {2}) malzeme,{0} dei tuoi materiali (max {2}) al secondo mentre ti muovi.
EFFECT_STAT_WHILE_MOVING,{0} {1} while moving,{0} {1} tant que vous êtes en mouvement,当移动时{0}{1},移動中、 {0}{1},움직일 때 {0} {1},當移動時，{0} {1},{0} {1} во время движения.,{0} {1} podczas poruszania się,{0} de {1} al moverte,{0} de {1} em movimento.,"{0} {1}, wenn du dich bewegst",Hareket ederken {0} {1},{0} {1} mentre ti muovi.
MENU_MODS,Mods,Mods,MOD,MOD,모드,模組,Моды,Mody,Mods,Mods,Mods,Modlar,Mod
MENU_EDITOR,Editor,Éditeur,编辑器,エディター,편집기,編輯器,Редактор,Edytor,Editor,Editor,Editor,Editör,Editor
MENU_WORKSHOP,Browse Workshop,Explorer le Workshop,浏览创意工坊,ワークショップを確認,워크숍 둘러보기,瀏覽工作坊,Мастерская,Przeglądaj Warsztat,Buscar en Taller,Acessar Oficina,Workshop durchsuchen,Atölyeye Göz At,Sfoglia Workshop
CHAL_HUNGRY,Hungry,Affamé,饥饿,腹ペコ,허기,飢餓,Голодный малый,Głodny,Hambre,Com fome,Hungrig,Aç,Fame
CHAL_HUNGRY_DESC,Pick up {0} consumables during a run,Ramassez {0} consommables durant une partie,在比赛期间回捡起{0}把武器,疾走中に{0}個の消耗品を拾う,달리기 동안 {0}개 소모품을 획득합니다,比賽期間撿起{0}個消耗品,Подберите во время забега расходники: {0}.,Podnieś następującą liczbę znajdziek w jednej rozgrywce: {0},Recoge {0} consumibles durante una partida,Colete {0} consumíveis em uma partida.,Sammle in einem Durchlauf {0} Verbrauchsgegenstände,Bir koşu sırasında {0} tüketilebilir topla,Raccogli {0} materiali consumabili durante una partita.
CHAL_ADVANCED_TECHNOLOGY,Advanced Technology,Technologie Avancée,高级科技,超ハイテク,첨단 기술,進階科技,Передовые технологии,Zaawansowana technologia,Tecnología avanzada,Tecnologia avançada,Fortgeschrittene Technologie,Gelişmiş Teknoloji,Alta tecnologia
CHAL_ADVANCED_TECHNOLOGY_DESC,Reach {0} {1} and get {2} structures at the same time,Atteignez {0} {1} et ayez {2} structures en même temps,达到{0}{1}的同时获得{2}个构筑物,{0} {1}に達すると同時に、{2}個の建造物もゲットする,{0} {1}에 도달하고 {2}개 건축물을 동시에 획득하세요,達到{0}{1}並同時取得{2}個結構物,Повысьте параметр «{1}» до {0} и получите {2} шт. построек (условия должны выполняться одновременно).,Osiągnij {1} {0} i zdobądź struktury ({2}) w tym samym czasie,Alcanza {0} de {1} y obtén {2} estructuras al mismo tiempo,Consiga {0} de {1} e tenha {2} estruturas ao mesmo tempo.,Erreiche {0} {1} und besitze gleichzeitig {2} Konstruktionen.,{0}{1} seviyesine ulaş ve aynı anda {2} yapı elde et,Arriva a {0} {1} mentre hai {2} strutture.
CHAL_GIANT_SLAYER,Giant Slayer,Tueur de Géants,巨人屠夫,ジャイアントキリング,거인 살해자,巨薯屠殺者,Убийца великанов,Gigantyczny zabójca,Cazagigantes,Mata-gigantes,Riesenbezwinger,Dev Celladı,Ammazza-giganti
CHAL_GIANT_SLAYER_DESC,Kill a boss or an elite in less than {0} seconds,Tuez un boss ou un élite en moins de {0} secondes,在{0}秒内击杀一个头目或者一个精英怪,ボスかエリートを{0}秒以下で倒す,{0}초 미만 동안 보스 혹은 엘리트 하나를 죽이세요,於{0}秒內殺掉頭目或菁英怪,Убейте босса или элитного врага менее чем за {0} сек.,Zabij bossa lub potwora elitarnego w mniej niż {0} s,Elimina a un jefe o élite en menos de {0} segundos,Mate um chefe ou um elite em menos de {0} segundos.,Töte einen Boss oder Elitegegner in weniger als {0} Sekunden,{0} saniyeden kısa sürede bir boss veya elit öldür,Uccidi un boss o un miniboss in meno di {0} secondi.
CHAL_ROBUST,Robust,Robuste,强劲的,モリモリ,튼튼이,強健薯,Крепкий орешек,Mocny,Robusto,Resistente,Robust,Dirayetli,Robustezza
CHARACTER_GLUTTON,Glutton,Glouton,Glutton,モグモグ,대식가,暴食薯,Проглот,Żarłok,Glotón,Glutão,Vielfraß,Obur,Mangione
CHARACTER_CYBORG,Cyborg,Cyborg,Cyborg,サイボーグ,인조인간,改造薯,Киборг,Cyborg,Cíborg,Ciborgue,Cyborg,Cyborg,Cyborg
CHARACTER_JACK,Jack,Jack,Jack,ジャック,잭,傑克,Джек,Jack,Jack,Jack,Jack,Huysuz,Jack
CHARACTER_LICH,Lich,Liche,Lich,アンデッド,리치,巫妖,Лич,Lisz,Liche,Lich,Lich,Zebani,Lich
ITEM_BLOODY_HAND,Bloody Hand,Main Ensanglantée,血淋淋的手,血まみれの手,피투성이 손,血腥之手,Кровавая рука,Krawa Ręka,Mano ensangrentada,Mão Sangrenta,Blutige Hand,Kanlı El,Mano insanguinata
ITEM_EXTRA_STOMACH,Extra Stomach,Estomac d’Appoint,另一个胃,フードファイター,추가 위장,第二個胃,Лишний желудок,Dodatkowy Żołądek,Estómago adicional,Estômago Extra,Extra-Magen,Ekstra Mide,Stomaco di riserva
ITEM_SPICY_SAUCE,Spicy Sauce,Sauce Épicée,辣酱,スパイシーソース,매운 양념,辣醬,Острый соус,Ostry Sos,Salsa picante,Molho Picante,Scharfe Soße,Acı Sos,Salsa piccante
ITEM_TENTACLE,Tentacle,Tentacule,触手,触手,촉수,觸手,Щупальце,Macka,Tentáculo,Tentáculo,Tentakel,Dokunaç,Tentacolo
ITEM_SILVER_BULLET,Silver Bullet,Balle en Argent,银质子弹,銀の弾丸,은탄환,銀色子彈,Серебряная пуля,Srebrna Kula,Bala de plata,Bala de Prata,Silberkugel,Gümüş Mermi,Pallottola d'argento
ITEM_BAIT,Bait,Appât,诱饵,ルアーフック,미끼,誘餌,Приманка,Przynęta,Cebo,Isca,Köder,Yem,Esca
ITEM_PEACOCK,Peacock,Paon,孔雀,孔雀,공작새,孔雀,Павлин,Paw,Pavo real,Pavão,Pfau,Tavus Kuşu,Pavone
ITEM_LUCKY_COIN,Lucky Coin,Pièce Porte-Bonheur,幸运硬币,ラッキーコイン,행운의 동전,幸運硬幣,Счастливая монетка,Szczęśliwa Moneta,Moneda de la suerte,Moeda da Sorte,Glückspfennig,Şanslı Madalyon,Moneta portafortuna
ITEM_ADRENALINE,Adrenaline,Adrénaline,肾上腺素,アドレナリン,아드레날린,腎上腺素,Адреналин,Adrenalina,Adrenalina,Adrenalina,Adrenalin,Adrenalin,Adrenalina
ITEM_RIPOSTE,Riposte,Riposte,反击,ストライク,반격,還擊器,Ответный удар,Riposta,Contraataque,Retaliação,Riposte,Atak,Risposta
ITEM_GARDEN,Garden,Jardin,花园,ガーデン,정원,花園,Сад,Ogród,Jardín,Jardim,Garten,Bahçe,Giardinetto
ITEM_IMPROVED_TOOLS,Improved Tools,Outils Améliorés,改进工具,スーパー工具,향상된 도구,經改良的工具,Улучшенные инструменты,Ulepszone Narzędzia,Herramientas mejoradas,Ferramentas Aprimoradas,Besseres Werkzeug,Geliştirilmiş Aletler,Strumenti migliorati
ITEM_GIANT_BELT,Giant Belt,Ceinture Géante,巨型带,ジャイアントベルト,거인 벨트,巨薯腰帶,Пояс гиганта,Gigantyczny Pas,Cinturón gigante,Cinto Gigante,Riesengürtel,Devasa Kemer,Cintura gigante
WEAPON_REVOLVER,Revolver,Revolver,左轮手枪,リボルバー,리볼버,左輪手槍,Револьвер,Rewolwer,Revólver,Revólver,Revolver,Tabanca,Rivoltella
WEAPON_JOUSTING_LANCE,Jousting Lance,Lance de Joute,长矛,ランス,마상 창,騎槍,Турнирное копье,Lanca,Lanza de justa,Lança de Justa,Turnierlanze,Atlı Düello Mızrağı,Lancia da giostra
WEAPON_PRUNER,Pruner,Sécateur,修枝剪刀,ハサミ,원예 가위,樹枝剪,Секатор,Nożyce Ogrodowe,Podadora,Tesoura de Poda,Gartenschere,Budayıcı,Cesoie
